budget,id_pelicula,original_language,overview,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,genres_ok,spoken_languages_ok,production_countries,belong_to_collection,production_companies_ok,release_year,return
100000000.0,644,en,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",13.249364,2001-06-29,235926552.0,146.0,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,2011,"Drama,Science Fiction,Adventure",English,United States of America,,"DreamWorks SKG,Amblin Entertainment,Stanley Kubrick Productions,Warner Bros.",2001,2.36
4000000.0,85350,en,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",6.430591,2014-06-05,44349000.0,164.0,Released,12 years in the making.,Boyhood,7.5,2008,Drama,"Español,English",United States of America,,"IFC Films,Detour Filmproduction",2014,11.09
9000000.0,238636,en,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",27.756026,2014-07-17,108782847.0,104.0,Released,"Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,6.6,2008,"Horror,Thriller",English,"France,United States of America",The Purge Collection,"Universal Pictures,Why Not Productions,Platinum Dunes,Blumhouse Productions,5150 Action",2014,12.09
80000000.0,324852,en,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,36.631519,2017-06-15,1020063384.0,96.0,Released,Oh brother.,Despicable Me 3,6.2,2002,"Action,Animation,Adventure,Family,Comedy",English,United States of America,Despicable Me Collection,Illumination Entertainment,2017,12.75
3000000.0,670,ko,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate businessman seeks revenge on his captors.",10.616859,2003-01-01,14980005.0,120.0,Released,"15 years of imprisonment, five days of vengeance",Oldboy,8.0,2000,"Drama,Thriller,Mystery,Action",한국어/조선말,South Korea,The Vengeance Collection,"Egg Films,Show East",2003,4.99
29000000.0,254470,en,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams.",15.862632,2015-05-07,287506194.0,115.0,Released,We're back pitches,Pitch Perfect 2,6.8,1997,"Comedy,Music",English,United States of America,Pitch Perfect Collection,"Universal Pictures,Gold Circle Films,Brownstone Productions",2015,9.91
12000000.0,286565,en,"Quentin Jacobsen has spent a lifetime loving the magnificently adventurous Margo Roth Spiegelman from afar. So when she cracks open a window and climbs back into his life-dressed like a ninja and summoning him for an ingenious campaign of revenge-he follows. After their all-nighter ends and a new day breaks, Q arrives at school to discover that Margo, always an enigma, has now become a mystery. But Q soon learns that there are clues-and they're for him. Urged down a disconnected path, the closer he gets, the less Q sees of the girl he thought he knew.",9.662731,2015-06-18,85512300.0,109.0,Released,Get Lost. Get Found.,Paper Towns,6.1,1997,"Drama,Mystery,Romance",English,United States of America,,Fox 2000 Pictures,2015,7.13
75000000.0,9741,en,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",14.67855,2000-11-13,248118121.0,106.0,Released,Some things are only revealed by accident.,Unbreakable,6.9,1994,"Science Fiction,Thriller,Drama",English,United States of America,,"Limited Edition Productions Inc.,Touchstone Pictures,Blinding Edge Pictures,Barry Mendel Productions",2000,3.31
38000000.0,299687,en,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,10.788263,2016-01-14,109906372.0,112.0,Released,Protect Your Own,The 5th Wave,5.6,1993,"Adventure,Science Fiction",English,United States of America,,"Columbia Pictures,GK Films,Material Pictures,LStar Capital",2016,2.89
22500000.0,340666,en,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",18.908782,2016-11-04,29252978.0,116.0,Released,When you love someone you can't just throw it away,Nocturnal Animals,7.2,1990,"Drama,Thriller",English,United States of America,,"Universal Pictures,Artina Films,Fade to Black Productions,Focus Features",2016,1.3
175000000.0,14869,en,"From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",11.787058,2009-08-04,302469017.0,118.0,Released,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,1988,"Adventure,Action,Thriller,Science Fiction","English,Français,","Czech Republic,United States of America",G.I. Joe (Live-Action) Collection,"Paramount Pictures,Spyglass Entertainment,Di Bonaventura Pictures,Hasbro,Kontsept Film Company",2009,1.73
145000000.0,81188,en,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",10.943775,2012-11-21,306941670.0,97.0,Released,You better believe.,Rise of the Guardians,7.1,1981,"Fantasy,Animation,Family","Français,English",United States of America,,DreamWorks Animation,2012,2.12
60000000.0,594,en,"Viktor Navorski is a man without a country; his plane took off just as a coup d'etat exploded in his homeland, leaving it in shambles, and now he's stranded at Kennedy Airport, where he's holding a passport that nobody recognizes. While quarantined in the transit lounge until authorities can figure out what to do with him, Viktor simply goes on living – and courts romance with a beautiful flight attendant.",14.092373,2004-06-17,219417255.0,128.0,Released,Life is waiting.,The Terminal,7.1,1974,"Comedy,Drama","български език,English,Français,Pусский,Español",United States of America,,"DreamWorks SKG,Amblin Entertainment,Parkes/MacDonald Productions",2004,3.66
100000000.0,2059,en,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",18.932203,2004-11-19,347451894.0,131.0,Released,The greatest adventure history has ever revealed.,National Treasure,6.4,1974,"Adventure,Action,Thriller,Mystery","Latin,English,Español",United States of America,National Treasure Collection,"Walt Disney Pictures,Jerry Bruckheimer Films,Saturn Films,Junction Entertainment",2004,3.47
1488423.0,408,en,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",16.263878,1937-12-20,184925486.0,83.0,Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,6.9,1973,"Fantasy,Animation,Family",English,United States of America,,Walt Disney Productions,1937,124.24
50000000.0,49049,en,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",12.1524,2012-09-07,41037742.0,95.0,Released,Judgement is coming,Dredd,6.6,1971,"Action,Science Fiction",English,"India,South Africa,United Kingdom,United States of America",,"DNA Films,Reliance BIG Entertainment,IM Global,Rena Film,Peach Trees",2012,0.82
5500000.0,206487,en,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.",10.524204,2014-08-28,3000000.0,97.0,Released,To save the future he must reshape the past.,Predestination,7.3,1971,"Science Fiction,Thriller",English,Australia,,"Screen Australia,Screen Queensland,Blacklab Entertainment,Wolfhound Pictures",2014,0.55
130000000.0,38055,en,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",11.603905,2010-10-28,321887208.0,95.0,Released,His brain is off the chain.,Megamind,6.7,1968,"Animation,Action,Comedy,Family,Science Fiction",English,United States of America,,DreamWorks Animation,2010,2.48
25000000.0,50014,en,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",7.486118,2011-08-09,124272124.0,146.0,Released,Change begins with a whisper.,The Help,7.9,1966,Drama,English,"India,United Arab Emirates,United States of America",,"DreamWorks SKG,1492 Pictures,Participant Productions,Imagenation Abu Dhabi FZ,Reliance Entertainment,Touchstone Pictures",2011,4.97
125000000.0,955,en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",18.97178,2000-05-24,546388105.0,123.0,Released,Expect the impossible again.,Mission: Impossible II,5.9,1966,"Adventure,Action,Thriller",English,"Germany,United States of America",Mission: Impossible Collection,"Paramount Pictures,Cruise/Wagner Productions,Munich Film Partners & Company (MFP) MI2 Productions",2000,4.37
15000000.0,76726,en,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",12.47441,2012-02-01,145000000.0,84.0,Released,What are you capable of?,Chronicle,6.6,1965,"Science Fiction,Drama,Thriller",English,United States of America,,"Twentieth Century Fox Film Corporation,Dune Entertainment,Davis Entertainment,Adam Schroeder Productions",2012,9.67
100000000.0,3131,en,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",14.922399,2002-12-14,193772504.0,167.0,Released,America was born in the streets.,Gangs of New York,7.1,1964,"Drama,History,Crime","English,Gaeilge,Latin,普通话","Italy,United States of America",,"Miramax Films,Initial Entertainment Group (IEG),Alberto Grimaldi Productions",2002,1.94
37000000.0,312221,en,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",33.449723,2015-11-25,173567581.0,133.0,Released,Your legacy is more than a name,Creed,7.3,1963,Drama,English,United States of America,Rocky Collection,"New Line Cinema,Warner Bros.,Metro-Goldwyn-Mayer (MGM),Chartoff Winkler Productions",2015,4.69
58000000.0,395992,en,"The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.",36.263803,2017-03-22,100541806.0,103.0,Released,Be careful what you search for,Life,6.3,1959,"Horror,Science Fiction,Thriller","广州话 / 廣州話,English,日本語",United States of America,,"Columbia Pictures,Skydance Productions,Sony Pictures Entertainment (SPE),Nvizage",2017,1.73
40000000.0,3933,en,"Set in a 19th-century european village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",12.920032,2005-09-09,117195061.0,77.0,Released,There's been a grave misunderstanding.,Corpse Bride,7.2,1957,"Romance,Fantasy,Animation,Music",English,United States of America,,"Warner Bros.,Tim Burton Productions,Laika Entertainment,Patalex Productions",2005,2.93
140000000.0,147441,en,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",16.320249,2014-12-03,268031828.0,150.0,Released,"Once brothers, now enemies.",Exodus: Gods and Kings,5.6,1957,"Adventure,Drama,Action",English,"Spain,United Kingdom,United States of America",,"Scott Free Productions,Chernin Entertainment,Babieka,Volcano Films",2014,1.91
45000000.0,36647,en,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",15.043454,1998-08-21,131183530.0,120.0,Released,Part Man. Part Vampire. All Hero.,Blade,6.5,1950,"Horror,Action","Pусский,English",United States of America,Blade Collection,"New Line Cinema,Amen Ra Films,Imaginary Forces,Marvel Enterprises",1998,2.92
60000000.0,9654,en,"Charlie Croker pulled off the crime of a lifetime. The one thing that he didn't plan on was being double-crossed. Along with a drop-dead gorgeous safecracker, Croker and his team take off to re-steal the loot and end up in a pulse-pounding, pedal-to-the-metal chase that careens up, down, above and below the streets of Los Angeles.",13.995044,2003-05-30,176070171.0,110.0,Released,Get in. Get out. Get even.,The Italian Job,6.6,1949,"Action,Crime","Український,English,Italiano","United Kingdom,United States of America",,"De Line Pictures,Working Title Films",2003,2.93
140000000.0,616,en,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",19.582325,2003-12-05,456758981.0,154.0,Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,7.3,1946,"Drama,Action,War,History","English,日本語","Japan,New Zealand,United States of America",,"Cruise/Wagner Productions,Warner Bros.,Radar Pictures,Bedford Falls Company, The",2003,3.26
4000000.0,153,en,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",11.609441,2003-08-31,119723856.0,102.0,Released,Everyone wants to be found.,Lost in Translation,7.3,1943,Drama,"日本語,English","Japan,United States of America",,American Zoetrope,2003,29.93
35000000.0,423,en,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,14.811594,2002-09-24,120072577.0,150.0,Released,Music was his passion. Survival was his masterpiece.,The Pianist,8.1,1927,"Drama,War","English,Deutsch,Pусский","France,Germany,Poland,United Kingdom",,"Bac Films,Canal+Polska,Heritage Films,Studio Babelsberg,Agencja Produkcji Filmowej,Beverly Detroit,FilmFernsehFonds Bayern,Filmboard Berlin-Brandenburg (FBB),Mainstream S.A.,R.P. Productions,StudioCanal,Filmförderungsanstalt (FFA),Canal+,Interscope Communications,Telewizja Polska (TVP),Runteam",2002,3.43
35000000.0,257211,en,"70-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin.",15.651705,2015-09-24,194564672.0,121.0,Released,Experience never gets old,The Intern,7.1,1926,Comedy,English,United States of America,,"Waverly Films,Warner Bros.",2015,5.56
150000000.0,49444,en,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",11.481921,2011-05-25,665692281.0,91.0,Released,Prepare for the Year of Awesomeness!,Kung Fu Panda 2,6.7,1925,"Animation,Family",English,United States of America,Kung Fu Panda Collection,DreamWorks Animation,2011,4.44
61000000.0,82695,en,"An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",13.52408,2012-12-18,441809770.0,157.0,Released,Fight. Dream. Hope. Love.,Les Misérables,7.2,1925,"Drama,Music,Romance",English,"United Kingdom,United States of America",,"Universal Pictures,Relativity Media,CAMERON MACKINTOSH,Working Title Films",2012,7.24
40000000.0,10144,en,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,17.496832,1989-11-17,222300000.0,83.0,Released,Somewhere under the sea and beyond your imagination is an adventure in fantasy.,The Little Mermaid,7.2,1921,"Animation,Family","English,Français",United States of America,The Little Mermaid Collection,"Walt Disney Pictures,Silver Screen Partners IV",1989,5.56
70000000.0,1573,en,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",18.785984,1990-07-02,240031094.0,124.0,Released,Die Harder,Die Hard 2,6.6,1920,"Action,Thriller","English,Español",United States of America,Die Hard Collection,"Twentieth Century Fox Film Corporation,Gordon Company,Silver Pictures",1990,3.43
40000000.0,508,en,Follows seemingly unrelated people as their lives begin to intertwine while they fall in – and out – of love. Affections languish and develop as Christmas draws near.,10.586815,2003-09-07,244931766.0,135.0,Released,The ultimate romantic comedy.,Love Actually,7.0,1917,"Comedy,Romance,Drama","English,Français,Português","United Kingdom,United States of America",,"Universal Pictures,DNA Films,StudioCanal,Working Title Films",2003,6.12
150000000.0,117251,en,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",9.920223,2013-06-27,205366737.0,131.0,Released,It will start like any other day.,White House Down,6.3,1910,"Action,Drama,Thriller",English,United States of America,,"Columbia Pictures,Centropolis Entertainment,Iron Horse Entertainment (II),Mythology Entertainment (II)",2013,1.37
16000000.0,8467,en,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",9.844558,1994-12-16,247275374.0,107.0,Released,"What the one doesn't have, the other is missing.",Dumb and Dumber,6.5,1894,Comedy,English,United States of America,Dumb and Dumber Collection,"New Line Cinema,Motion Picture Corporation of America (MPCA)",1994,15.45
2000000.0,270303,en,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",20.359336,2015-02-04,14674076.0,100.0,Released,"It doesn't think, it doesn't feel, it doesn't give up",It Follows,6.6,1894,"Horror,Thriller",English,United States of America,,"Northern Lights Films,Animal Kingdom,Two Flints",2015,7.34
127000000.0,181533,en,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",19.539436,2014-12-17,349424282.0,97.0,Released,One Final Night to Save the Day.,Night at the Museum: Secret of the Tomb,6.1,1893,"Adventure,Comedy,Fantasy,Family",English,"United Kingdom,United States of America",Night at the Museum Collection,"Twentieth Century Fox Film Corporation,1492 Pictures,21 Laps Entertainment,Moving Picture Company (MPC),TSG Entertainment",2014,2.75
2000000.0,242224,en,"A single mother, plagued by the violent death of her husband, battles with her son's fear of a monster lurking in the house, but soon discovers a sinister presence all around her.",8.832788,2014-05-22,6676471.0,93.0,Released,"If it's in a word, or it's in a look, you can't get rid of the Babadook.",The Babadook,6.5,1890,"Drama,Thriller,Horror",English,"Australia,Canada",,"South Australian Film Corporation,Screen Australia,Smoking Gun Productions,Causeway Films",2014,3.34
60000000.0,949,en,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.",17.924927,1995-12-15,187436818.0,170.0,Released,A Los Angeles Crime Saga,Heat,7.7,1886,"Action,Crime,Drama,Thriller","English,Español",United States of America,,"Regency Enterprises,Forward Pass,Warner Bros.",1995,3.12
70000000.0,52520,en,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",12.345348,2012-01-19,160112671.0,88.0,Released,Vengeance Returns,Underworld: Awakening,6.1,1885,"Fantasy,Action,Horror","English,Pусский",United States of America,Underworld Collection,"Lakeshore Entertainment,Saturn Films,Screen Gems,Sketch Films,UW4 Productions",2012,2.29
15000000.0,12162,en,"Forced to play a dangerous game of cat-and-mouse in the chaos of war, an elite Army bomb squad unit must come together in a city where everyone is a potential enemy and every object could be a deadly bomb.",9.403724,2008-10-10,42000000.0,131.0,Released,You'll know when you're in it.,The Hurt Locker,7.2,1881,"Drama,Thriller,War","English,العربية,Türkçe",United States of America,,"Summit Entertainment,Kingsgate Films,Grosvenor Park Media Ltd.,Voltage Pictures,Film Capital Europe Funds (FCEF ),First Light Production",2008,2.8
70000000.0,10201,en,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,9.756289,2008-12-09,225990978.0,104.0,Released,One Word Can Change Everything.,Yes Man,6.4,1869,Comedy,"Eesti,English,한국어/조선말",United States of America,,"Village Roadshow Pictures,The Zanuck Company,Heyday films,Warner Bros.",2008,3.23
150000000.0,10527,en,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",12.668733,2008-10-30,603900354.0,89.0,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1866,"Family,Animation","English,Italiano,ภาษาไทย",United States of America,Madagascar Collection,DreamWorks Animation,2008,4.03
25000000.0,227156,en,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",12.472206,2014-08-11,66980456.0,94.0,Released,Search for truth. Find freedom.,The Giver,6.4,1859,"Drama,Science Fiction",English,United States of America,,"The Weinstein Company,Walden Media,Tonik Productions,Asis Productions",2014,2.68
44000000.0,72710,en,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",11.342024,2013-03-22,63327201.0,125.0,Released,You will be one of us,The Host,6.0,1859,"Action,Adventure,Romance,Science Fiction,Thriller",English,United States of America,,"Nick Wechsler Productions,Open Road Films,Silver Reel,Chockstone Pictures",2013,1.44
40000000.0,18240,en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",8.058337,2009-06-01,317375031.0,108.0,Released,Here comes the bribe...,The Proposal,6.7,1858,"Comedy,Romance,Drama",English,United States of America,,"Touchstone Pictures,Mandeville Films,Kurtzman/Orci",2009,7.93
145000000.0,80321,en,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",13.829042,2012-06-06,746921274.0,93.0,Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1857,"Animation,Family","English,Español,ภาษาไทย",United States of America,Madagascar Collection,DreamWorks Animation,2012,5.15
85000000.0,8247,en,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",11.03897,2008-02-10,222231186.0,88.0,Released,anywhere is possible.,Jumper,5.9,1855,"Adventure,Fantasy,Science Fiction",Français,"Canada,United States of America",,"Dune Entertainment,Hypnotic,New Regency Pictures",2008,2.61
3300000.0,598,pt,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",14.95927,2002-02-05,30641770.0,130.0,Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.2,1852,"Drama,Crime",Português,"Brazil,France",,"O2 Filmes,VideoFilmes,Wild Bunch,Globo filmes,Lumiere,Hank Levine Film,Lereby Productions",2002,9.29
36000000.0,782,en,"Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",12.89312,1997-09-07,12532777.0,106.0,Released,There is no gene for the human spirit.,Gattaca,7.5,1846,"Thriller,Science Fiction,Mystery,Romance","English,Esperanto",United States of America,,"Columbia Pictures,Jersey Films",1997,0.35
1000000.0,1366,en,"When world heavyweight boxing champion, Apollo Creed wants to give an unknown fighter a shot at the title as a publicity stunt, his handlers choose palooka Rocky Balboa, an uneducated collector for a Philadelphia loan shark. Rocky teams up with trainer  Mickey Goldmill to make the most of this once in a lifetime break.",14.774066,1976-11-21,117235147.0,119.0,Released,His whole life was a million-to-one shot.,Rocky,7.5,1843,Drama,English,United States of America,Rocky Collection,United Artists,1976,117.24
60000000.0,343611,en,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",15.60562,2016-10-19,162146076.0,118.0,Released,Justice is Coming.,Jack Reacher: Never Go Back,5.3,1843,Action,English,"China,United States of America",Jack Reacher Collection,"Paramount Pictures,Shanghai Film Group,TC Productions,Skydance Media,Huahua Media",2016,2.7
100000000.0,561,en,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",9.615691,2005-02-08,230884728.0,121.0,Released,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",Constantine,6.6,1837,"Drama,Fantasy,Horror","English,Português,","Germany,United States of America",Constantine Collection,"Village Roadshow Pictures,DC Comics,Lonely Film Productions GmbH & Co. KG.,Donners' Company,Branded Entertainment/Batfilm Productions,Weed Road Pictures,3 Art Entertainment,Di Bonaventura Pictures,Warner Bros.",2005,2.31
